"AA9_1"	"AA9_2"	"AA9_3"	"DMSO_1"	"DMSO_2"	"DMSO_3"
"ENSG00000264362"	0	0	0	0	0	0
"ENSG00000248869"	0	0	0	0	0	0
"ENSG00000250341"	0	0	0	0	0	0
"ENSG00000222526"	0	0	0	0	0	0
"ENSG00000250813"	130	51	118	105	103	139
"ENSG00000251440"	307	218	360	338	293	355
"ENSG00000213448"	74	53	76	60	45	45
"ENSG00000189184"	125	81	148	122	131	133
"ENSG00000251632"	0	0	1	0	0	0
"ENSG00000280352"	0	0	0	0	0	0
"ENSG00000250126"	0	0	0	0	0	0
"ENSG00000250777"	0	0	0	0	0	0
"ENSG00000250034"	0	0	0	0	0	0
"ENSG00000248307"	0	0	0	0	0	4
"ENSG00000250033"	164	82	115	50	33	44
"ENSG00000151012"	12233	5179	10731	4300	2292	2899
"ENSG00000249091"	0	0	0	0	0	0
"ENSG00000248397"	0	0	0	0	0	0
"ENSG00000251372"	0	0	0	0	0	0
"ENSG00000249381"	0	0	0	0	0	0
"ENSG00000248305"	1371	935	1376	1231	1174	1218
"ENSG00000248795"	2623	1541	2480	1820	1412	1728
"ENSG00000250977"	0	0	1	0	0	0
"ENSG00000250501"	2	0	0	0	0	0
"ENSG00000238971"	0	0	0	0	0	0
"ENSG00000250195"	2	0	0	0	0	0
"ENSG00000250577"	0	0	0	0	0	0
"ENSG00000151014"	396	369	535	308	372	377
"ENSG00000264953"	0	0	0	0	0	0
"ENSG00000109381"	1524	990	1550	1414	1386	1313
"ENSG00000252503"	6	7	10	12	15	12
"ENSG00000240723"	2	6	2	0	2	1
"ENSG00000179967"	4506	3221	5204	4608	4491	4825
"ENSG00000276396"	0	0	0	0	0	0
"ENSG00000265892"	0	0	0	0	0	0
"ENSG00000207384"	0	0	0	0	0	0
"ENSG00000252362"	0	0	0	0	0	0
"ENSG00000206722"	0	0	0	0	0	0
"ENSG00000137463"	6	10	11	4	2	2
"ENSG00000109390"	459	302	515	398	366	394
"ENSG00000164134"	4651	3099	4714	3634	3374	3462
"ENSG00000200520"	2	0	0	0	2	0
"ENSG00000273247"	178	87	136	189	140	129
"ENSG00000248863"	10	4	0	13	4	14
"ENSG00000239005"	0	4	4	0	0	6
"ENSG00000172007"	493	285	561	453	360	396
"ENSG00000145391"	7000	4479	7376	5485	4891	5016
"ENSG00000249302"	0	0	1	3	2	1
"ENSG00000272717"	15	6	9	8	6	8
"ENSG00000261268"	0	0	0	1	0	0
"ENSG00000085871"	0	0	2	0	6	9
"ENSG00000201533"	0	0	2	0	0	1
"ENSG00000178458"	844	672	1052	984	969	1043
"ENSG00000196782"	865	544	993	871	820	921
"ENSG00000252233"	0	0	0	0	0	0
"ENSG00000250698"	0	0	2	2	0	1
"ENSG00000153130"	2812	1774	2993	2494	2532	2525
"ENSG00000196951"	132	70	142	121	124	120
"ENSG00000249754"	0	2	0	0	0	2
"ENSG00000241923"	208	141	234	171	122	170
"ENSG00000153132"	1480	786	1531	1136	916	1010
"ENSG00000205301"	6	0	6	0	0	4
"ENSG00000280262"	0	0	4	0	0	0
"ENSG00000179387"	1738	1157	1872	1805	1537	1730
"ENSG00000109424"	0	2	0	0	3	2
"ENSG00000242102"	0	0	0	0	2	0
"ENSG00000248621"	0	0	0	0	0	0
"ENSG00000109436"	1044	618	978	891	773	790
"ENSG00000249661"	1134	600	1086	926	694	834
"ENSG00000207155"	0	0	0	0	0	0
"ENSG00000248335"	0	0	0	0	0	0
"ENSG00000273472"	34	15	25	35	22	13
"ENSG00000222613"	0	0	0	0	0	0
"ENSG00000170153"	269	199	257	375	431	302
"ENSG00000109445"	1153	788	1228	978	908	956
"ENSG00000248747"	0	0	0	3	0	0
"ENSG00000248810"	4057	2207	3989	3554	3084	3151
"ENSG00000250189"	4	0	0	2	2	2
"ENSG00000272632"	18	11	36	33	33	24
"ENSG00000250141"	0	0	0	0	0	0
"ENSG00000164136"	247	147	270	208	217	229
"ENSG00000109452"	1512	903	1598	1261	1275	1329
"ENSG00000242134"	0	0	0	0	0	0
"ENSG00000250835"	0	0	0	0	2	0
"ENSG00000251248"	0	0	0	0	0	0
"ENSG00000249806"	0	0	0	0	0	0
"ENSG00000250326"	47	35	54	53	33	25
"ENSG00000251300"	0	0	0	0	0	0
"ENSG00000170185"	1428	949	1547	1247	1239	1174
"ENSG00000250969"	0	0	0	0	0	0
"ENSG00000200049"	0	0	0	0	0	0
"ENSG00000109458"	828	574	796	794	779	792
"ENSG00000265623"	0	0	0	0	2	0
"ENSG00000228981"	516	299	553	344	426	439
"ENSG00000243175"	8	0	6	2	0	2
"ENSG00000250540"	0	0	0	0	0	0
"ENSG00000153147"	3477	2360	3701	3060	2781	2982
"ENSG00000245112"	0	0	0	0	0	4
"ENSG00000248924"	0	0	0	0	0	0
"ENSG00000236296"	124	88	109	143	132	137
"ENSG00000183090"	0	0	0	0	0	0
"ENSG00000246448"	2	0	0	0	0	2
"ENSG00000250345"	0	0	0	0	0	0
"ENSG00000197465"	42	38	47	32	22	36
"ENSG00000249741"	217	109	211	169	158	166
"ENSG00000251600"	0	0	6	1	2	0
"ENSG00000248828"	2	0	2	4	0	2
"ENSG00000250361"	0	0	0	0	0	0
"ENSG00000170180"	0	0	2	0	0	0
"ENSG00000261129"	0	0	0	0	0	0
"ENSG00000250504"	0	0	0	2	0	3
"ENSG00000248890"	113	78	150	120	88	103
"ENSG00000164161"	49	39	68	59	54	34
"ENSG00000273621"	0	0	0	0	0	0
"ENSG00000249193"	332	264	401	227	282	245
"ENSG00000250406"	0	0	0	0	0	0
"ENSG00000251452"	0	0	2	0	0	0
"ENSG00000164162"	306	222	313	281	229	224
"ENSG00000222594"	2	0	0	0	0	0
"ENSG00000164163"	3733	2353	3989	2578	2346	2513
"ENSG00000164164"	4962	3189	5195	4033	3912	3796
"ENSG00000238713"	7	8	12	6	5	11
"ENSG00000240992"	0	0	0	0	0	0
"ENSG00000272727"	0	0	0	0	0	0
"ENSG00000251333"	2719	1835	2872	2785	2606	2774
"ENSG00000278943"	31	37	48	18	27	28
"ENSG00000248745"	3	2	7	3	8	7
"ENSG00000170365"	321	238	458	286	307	262
"ENSG00000250582"	6	0	0	0	1	6
"ENSG00000250902"	0	0	0	0	0	0
"ENSG00000248686"	0	0	0	0	0	0
"ENSG00000151611"	403	230	368	372	320	371
"ENSG00000249245"	1990	1163	1931	1659	1402	1361
"ENSG00000248356"	7	8	3	0	0	7
"ENSG00000237136"	1	3	2	0	1	1
"ENSG00000151612"	1363	810	1296	1126	981	1054
"ENSG00000279481"	6	5	2	2	4	4
"ENSG00000251687"	2	0	0	1	4	0
"ENSG00000201314"	0	0	0	0	0	0
"ENSG00000260303"	0	0	0	0	0	0
"ENSG00000251024"	0	0	0	0	0	0
"ENSG00000248809"	0	0	0	0	0	0
"ENSG00000216055"	0	0	0	0	0	0
"ENSG00000164167"	346	189	356	255	276	258
"ENSG00000279845"	6	6	6	2	3	8
"ENSG00000250673"	0	0	0	3	4	0
"ENSG00000280250"	0	0	0	0	0	0
"ENSG00000251010"	0	0	0	0	0	0
"ENSG00000120519"	310	173	350	254	201	232
"ENSG00000278438"	0	0	0	0	0	0
"ENSG00000207182"	0	0	0	0	0	0
"ENSG00000151615"	0	2	14	3	4	3
"ENSG00000264323"	0	0	0	0	0	0
"ENSG00000137473"	2	2	0	0	1	4
"ENSG00000248764"	0	0	0	0	0	0
"ENSG00000248346"	0	0	0	0	0	0
"ENSG00000260090"	0	0	0	0	0	0
"ENSG00000279376"	0	0	2	0	0	0
"ENSG00000221369"	0	0	0	0	0	0
"ENSG00000241281"	10	5	14	12	1	3
"ENSG00000249004"	975	646	1042	816	748	715
"ENSG00000151617"	156	103	196	133	159	135
"ENSG00000280219"	50	33	55	36	43	38
"ENSG00000251254"	419	301	436	367	277	331
"ENSG00000251688"	0	0	0	1	0	0
"ENSG00000251298"	0	4	2	0	0	0
"ENSG00000164168"	2015	1334	2052	1795	1534	1556
"ENSG00000164169"	541	369	526	491	432	477
"ENSG00000071205"	462	285	491	373	377	346
"ENSG00000252951"	0	0	0	2	0	0
"ENSG00000264274"	0	0	0	0	0	0
"ENSG00000240014"	0	0	0	0	0	0
"ENSG00000270387"	4	2	2	0	0	0
"ENSG00000151623"	277	197	331	383	306	304
"ENSG00000250354"	0	0	0	0	0	0
"ENSG00000251418"	10	4	4	7	2	14
"ENSG00000201846"	0	0	0	0	2	0
"ENSG00000250357"	0	0	0	0	0	0
"ENSG00000225176"	3	0	0	0	0	0
"ENSG00000279016"	0	0	0	0	0	0
"ENSG00000249317"	0	0	0	0	0	0
"ENSG00000239168"	0	0	0	0	0	0
"ENSG00000249752"	4	8	4	3	11	6
"ENSG00000250252"	0	0	0	0	0	2
"ENSG00000248210"	0	0	0	2	0	0
"ENSG00000234828"	0	0	0	0	0	0
"ENSG00000250905"	0	0	0	0	0	0
"ENSG00000251482"	278	180	389	297	243	274
"ENSG00000202331"	0	0	0	0	0	0
"ENSG00000207121"	0	0	0	0	0	0
"ENSG00000250704"	0	0	0	0	0	0
"ENSG00000170390"	236	167	230	253	214	199
"ENSG00000238721"	0	0	0	0	0	0
"ENSG00000198589"	3840	2464	4045	3748	3763	3453
"ENSG00000248521"	96	87	122	120	93	104
"ENSG00000249690"	0	0	0	0	2	0
"ENSG00000181541"	2	2	2	1	2	2
"ENSG00000221235"	0	0	0	0	0	0
"ENSG00000183432"	4	13	5	6	4	8
"ENSG00000252451"	0	0	0	0	0	0
"ENSG00000235606"	3	0	0	0	0	0
"ENSG00000145425"	2586	1509	2774	2048	1861	1883
"ENSG00000201264"	2	12	2	9	4	6
"ENSG00000109686"	2284	1429	2369	1846	1550	1668
"ENSG00000208797"	0	0	0	0	0	0
"ENSG00000270681"	22	11	16	13	22	13
"ENSG00000249012"	8	4	4	4	0	1
"ENSG00000189099"	2	3	0	0	0	0
"ENSG00000250350"	2	0	4	0	0	0
"ENSG00000252544"	0	0	0	0	0	0
"ENSG00000270265"	9	4	10	14	19	18
"ENSG00000251611"	18	11	20	27	24	19
"ENSG00000164142"	252	187	328	327	297	241
"ENSG00000278056"	0	0	1	0	0	0
"ENSG00000253019"	0	0	0	0	0	0
"ENSG00000251603"	15	16	10	18	25	32
"ENSG00000278978"	51	29	57	31	60	63
"ENSG00000059691"	780	576	833	687	675	664
"ENSG00000251455"	16	17	38	33	20	17
"ENSG00000249184"	0	0	0	0	0	0
"ENSG00000249708"	0	0	0	0	0	0
"ENSG00000249818"	0	0	0	0	0	0
"ENSG00000248991"	0	0	0	0	0	0
"ENSG00000251249"	0	0	0	0	1	0
"ENSG00000253077"	0	0	0	0	0	0
"ENSG00000245954"	0	0	0	2	2	7
"ENSG00000250706"	0	0	0	0	0	0
"ENSG00000251377"	0	0	0	0	0	0
"ENSG00000266244"	0	0	0	0	0	0
"ENSG00000244544"	0	0	0	0	0	0
"ENSG00000270302"	0	0	0	0	0	0
"ENSG00000270883"	2	0	0	0	0	0
"ENSG00000270750"	2	0	0	2	2	2
"ENSG00000109670"	999	678	1078	891	771	793
"ENSG00000270751"	2	1	2	5	1	2
"ENSG00000264678"	0	0	0	0	0	0
"ENSG00000268471"	264	179	283	219	287	236
"ENSG00000277685"	0	0	0	0	0	0
"ENSG00000243417"	0	1	7	0	0	3
"ENSG00000240669"	2	0	0	0	2	0
"ENSG00000170006"	0	0	0	1	0	0
"ENSG00000248571"	0	0	0	0	0	0
"ENSG00000164144"	1229	745	1366	1124	1195	1242
"ENSG00000169989"	97	58	84	76	85	86
"ENSG00000250980"	36	16	43	31	29	38
"ENSG00000252375"	0	0	0	0	0	0
"ENSG00000231841"	1616	1087	1633	1323	1223	1327
"ENSG00000137460"	30	25	50	42	25	46
"ENSG00000249022"	0	0	0	0	0	0
"ENSG00000109654"	490	374	565	492	500	484
"ENSG00000252030"	0	0	0	1	0	0
"ENSG00000201786"	2	0	0	0	2	0
"ENSG00000213406"	323	230	317	250	267	314
"ENSG00000121211"	160	153	218	180	208	212
"ENSG00000263596"	0	3	1	0	0	0
"ENSG00000243883"	0	0	0	0	0	0
"ENSG00000121210"	574	319	490	476	383	380
"ENSG00000250771"	2	2	0	0	0	0
"ENSG00000248208"	2335	1464	2418	1782	1297	1329
"ENSG00000137462"	0	0	0	0	0	0
"ENSG00000145428"	2	0	4	0	0	0
"ENSG00000249309"	0	0	0	0	0	0
"ENSG00000221657"	0	0	0	0	0	0
"ENSG00000145423"	0	0	0	0	0	0
"ENSG00000252181"	0	0	0	0	0	0
"ENSG00000280241"	0	0	0	0	0	0
"ENSG00000264137"	0	0	0	0	0	0
"ENSG00000197410"	91	75	112	175	158	139
"ENSG00000278981"	0	0	0	0	0	0
"ENSG00000280005"	0	0	0	0	0	0
"ENSG00000249200"	0	0	0	0	0	0
"ENSG00000250609"	1	9	9	4	9	4
"ENSG00000171566"	2197	1272	2325	1560	1363	1397
"ENSG00000200350"	2	2	3	6	4	2
"ENSG00000248611"	337	189	353	263	225	278
"ENSG00000171564"	0	0	0	2	0	0
"ENSG00000171560"	0	0	0	0	0	0
"ENSG00000171557"	10	1	4	7	1	0
"ENSG00000121207"	2	2	0	12	6	5
"ENSG00000249074"	0	0	0	0	0	0
"ENSG00000249041"	0	0	0	0	0	0
"ENSG00000249692"	0	0	0	0	0	0
"ENSG00000151962"	0	0	0	0	0	0
"ENSG00000222582"	0	0	0	0	0	0
"ENSG00000252604"	0	0	0	0	0	0
"ENSG00000250538"	4	2	10	5	2	3
"ENSG00000185149"	4	6	2	2	4	8
"ENSG00000250910"	0	0	0	0	0	5
"ENSG00000249924"	0	0	0	0	0	0
"ENSG00000164114"	673	361	628	617	461	501
"ENSG00000250205"	0	0	0	0	0	0
"ENSG00000250398"	0	0	0	0	0	0
"ENSG00000271606"	0	0	0	0	0	0
"ENSG00000249247"	0	0	0	0	0	0
"ENSG00000249770"	0	0	0	0	0	0
"ENSG00000248748"	0	0	0	0	0	0
"ENSG00000248548"	0	0	0	0	0	0
"ENSG00000249127"	0	0	0	0	0	0
"ENSG00000249698"	0	0	0	0	0	0
"ENSG00000248420"	0	0	0	0	0	0
"ENSG00000249386"	0	0	0	0	0	0
"ENSG00000251223"	0	0	0	0	0	0
"ENSG00000248907"	0	0	0	0	0	0
"ENSG00000251407"	0	0	0	0	0	0
"ENSG00000251244"	0	0	0	0	0	0
"ENSG00000164116"	71	49	67	40	41	37
"ENSG00000260244"	6	20	18	6	13	16
"ENSG00000061918"	173	128	194	202	200	231
"ENSG00000256394"	5	5	2	5	4	2
"ENSG00000151790"	31	15	26	27	11	19
"ENSG00000256043"	550	318	535	515	453	510
"ENSG00000249013"	3	0	0	0	0	0
"ENSG00000221189"	0	0	0	1	0	0
"ENSG00000251511"	0	0	0	2	0	0
"ENSG00000251283"	0	0	0	0	0	0
"ENSG00000249479"	0	0	0	0	0	0
"ENSG00000248912"	0	0	0	0	0	0
"ENSG00000145431"	1537	1057	1639	1614	1538	1466
"ENSG00000248629"	2	1	0	0	0	0
"ENSG00000280284"	0	0	0	0	0	0
"ENSG00000278880"	0	0	0	0	0	0
"ENSG00000250622"	0	0	0	0	0	0
"ENSG00000252350"	0	0	0	0	0	0
"ENSG00000252524"	0	0	0	0	0	0
"ENSG00000109738"	504	299	452	385	429	391
"ENSG00000199859"	0	0	0	0	0	0
"ENSG00000120251"	10	2	10	5	9	3
"ENSG00000249819"	124	105	169	125	126	144
"ENSG00000263738"	0	0	0	0	0	0
"ENSG00000234111"	0	0	0	0	0	0
"ENSG00000221618"	0	0	0	0	0	0
"ENSG00000249275"	6	0	2	2	4	0
"ENSG00000200521"	0	0	0	0	0	0
"ENSG00000249627"	1	0	0	0	0	0
"ENSG00000279703"	0	0	0	0	0	0
"ENSG00000279994"	0	0	0	0	0	0
"ENSG00000250475"	0	0	0	0	0	0
"ENSG00000279139"	0	0	0	0	0	0
"ENSG00000280140"	0	0	0	0	0	0
"ENSG00000164125"	25	12	46	30	35	53
"ENSG00000248429"	10	6	5	13	8	1
"ENSG00000251073"	0	0	0	0	0	0
"ENSG00000250604"	0	0	0	0	0	0
"ENSG00000164124"	195	135	186	181	173	176
"ENSG00000251429"	112	63	122	107	107	137
"ENSG00000171509"	0	0	0	0	0	0
"ENSG00000199634"	0	0	0	0	0	0
"ENSG00000248387"	172	122	185	168	166	161
"ENSG00000249901"	0	0	0	0	0	0
"ENSG00000205208"	1176	873	1342	1393	1427	1535
"ENSG00000171503"	1485	923	1577	1032	1063	947
"ENSG00000271817"	13	11	16	11	6	18
"ENSG00000171497"	1108	727	1139	891	824	887
"ENSG00000052795"	1145	727	1220	956	937	996
"ENSG00000206703"	0	0	0	0	0	0
"ENSG00000164123"	0	2	0	2	2	0
"ENSG00000274535"	0	0	0	0	0	0
"ENSG00000221314"	0	0	0	0	0	0
"ENSG00000248988"	244	191	290	248	282	260
"ENSG00000249367"	0	2	0	2	0	0
"ENSG00000206978"	0	0	0	0	0	0
"ENSG00000109756"	2150	1211	2011	1794	1535	1758
"ENSG00000266377"	0	0	0	0	0	0
"ENSG00000264105"	0	0	0	0	0	0
"ENSG00000248552"	0	0	0	0	0	0
"ENSG00000250180"	0	0	0	0	0	0
"ENSG00000250488"	0	0	0	0	0	0
"ENSG00000274246"	0	0	0	0	0	0
"ENSG00000250997"	0	0	0	0	0	0
"ENSG00000249425"	0	0	0	0	0	0
"ENSG00000242635"	0	0	0	0	0	0
"ENSG00000221362"	0	0	0	0	0	0
"ENSG00000249568"	0	0	0	2	0	0
"ENSG00000168843"	2	2	0	2	0	2
"ENSG00000249419"	0	0	1	0	0	0
"ENSG00000251253"	0	0	0	2	1	0
"ENSG00000248396"	0	0	0	0	0	0
"ENSG00000274761"	0	0	0	0	0	0
"ENSG00000248431"	0	0	0	0	1	2
"ENSG00000273556"	0	0	0	0	0	0
"ENSG00000276106"	0	0	0	0	0	0
"ENSG00000251123"	0	0	0	0	0	0
"ENSG00000250027"	5	9	14	7	15	10
"ENSG00000145414"	826	592	884	775	683	686
"ENSG00000250547"	179	115	165	116	125	180
"ENSG00000164128"	145	52	89	78	93	84
"ENSG00000164129"	0	0	0	0	0	0
"ENSG00000227283"	0	0	0	0	0	0
"ENSG00000151005"	0	2	0	0	0	0
"ENSG00000198498"	1032	694	1058	868	821	943
"ENSG00000264535"	6	6	2	6	3	2
"ENSG00000145416"	501	348	527	465	391	439
"ENSG00000273449"	68	39	44	44	54	66
"ENSG00000253001"	0	0	0	0	0	0
"ENSG00000177803"	6335	4564	7018	7586	7544	7497
"ENSG00000250746"	5211	3258	5318	4296	3680	4107
"ENSG00000248546"	1456	979	1567	1320	1286	1462
"ENSG00000251162"	0	0	0	0	0	0
"ENSG00000223037"	0	0	0	0	0	0
"ENSG00000248162"	0	0	0	0	0	0
"ENSG00000248771"	0	0	0	0	0	0
"ENSG00000201050"	0	0	0	0	0	0
"ENSG00000248329"	0	5	6	0	2	0
"ENSG00000250227"	0	0	2	0	0	0
"ENSG00000244146"	0	0	0	0	0	0
"ENSG00000221891"	0	0	0	0	0	0
"ENSG00000270960"	0	0	0	0	0	0
"ENSG00000248645"	0	0	0	0	0	0
"ENSG00000121089"	12327	7946	13057	10824	9762	10289
"ENSG00000236941"	0	0	0	0	0	0
"ENSG00000183439"	0	0	6	4	4	1
"ENSG00000250486"	239	100	274	169	166	149
"ENSG00000248632"	4	6	2	0	6	6
"ENSG00000248229"	0	2	2	0	4	0
"ENSG00000250887"	0	0	0	0	0	0
"ENSG00000250712"	0	0	0	0	0	0
"ENSG00000240674"	38	8	31	23	23	22
"ENSG00000276623"	0	0	0	0	0	0
"ENSG00000250430"	0	0	0	0	0	0
"ENSG00000176979"	0	0	0	0	0	0
"ENSG00000249617"	37	12	18	6	8	21
"ENSG00000250374"	0	0	0	2	0	0
"ENSG00000170088"	1840	1226	2102	1475	1362	1448
"ENSG00000109466"	859	670	1014	803	628	802
"ENSG00000200974"	0	0	0	1	0	3
"ENSG00000229894"	36	43	34	45	46	48
"ENSG00000052802"	2917	2107	2933	2437	2621	2558
"ENSG00000109472"	1541	1022	1637	1564	1415	1591
"ENSG00000207559"	0	0	0	0	0	0
"ENSG00000251596"	3470	2304	3916	3505	3318	3202
"ENSG00000248287"	0	0	0	0	0	0
"ENSG00000248327"	872	430	832	599	417	565
"ENSG00000250725"	86	68	83	85	61	71
"ENSG00000249500"	0	6	12	6	12	4
"ENSG00000038295"	7	11	8	27	16	11
"ENSG00000252959"	0	0	0	0	0	0
"ENSG00000266254"	0	0	0	0	0	0
"ENSG00000206711"	0	0	0	0	0	0
"ENSG00000249675"	0	0	0	0	0	0
"ENSG00000196104"	45	30	73	75	127	91
"ENSG00000212373"	0	0	0	0	0	0
"ENSG00000275159"	0	0	0	0	0	0
"ENSG00000250150"	0	0	0	0	0	0
"ENSG00000240772"	0	0	0	0	0	0
"ENSG00000248913"	0	0	0	0	0	0
"ENSG00000222721"	0	0	0	0	0	0
"ENSG00000270336"	0	0	0	0	0	0
"ENSG00000248601"	0	0	0	0	0	0
"ENSG00000109511"	0	0	0	0	0	0
"ENSG00000137628"	302	196	356	285	281	298
"ENSG00000181381"	481	297	437	357	359	388
"ENSG00000207171"	2	2	2	0	2	0
"ENSG00000129116"	2960	2012	3449	2461	2194	2334
"ENSG00000229226"	0	0	0	0	0	0
"ENSG00000249623"	2	0	0	0	0	0
"ENSG00000206613"	0	0	0	0	0	0
"ENSG00000214676"	0	0	0	0	0	0
"ENSG00000249609"	0	0	0	2	0	0
"ENSG00000279384"	0	2	2	2	0	0
"ENSG00000145439"	549	394	649	792	712	728
"ENSG00000201176"	8	0	0	0	0	0
"ENSG00000201818"	0	2	0	2	5	0
"ENSG00000251445"	0	0	0	0	0	2
"ENSG00000154447"	1136	721	1152	1029	853	975
"ENSG00000214671"	4	0	2	0	0	2
"ENSG00000251171"	0	0	0	0	0	0
"ENSG00000137601"	904	549	870	707	683	729
"ENSG00000109572"	5044	2615	4873	3649	3391	3544
"ENSG00000056050"	442	307	626	435	386	439
"ENSG00000264713"	0	0	0	0	0	0
"ENSG00000229204"	1111	704	1246	960	837	986
"ENSG00000248625"	636	345	595	443	379	424
"ENSG00000248319"	0	0	4	0	0	0
"ENSG00000278584"	0	0	0	0	0	0
"ENSG00000251200"	0	0	0	0	0	0
"ENSG00000249955"	5	0	4	4	4	0
"ENSG00000198948"	1311	842	1398	1094	1085	1014
"ENSG00000109576"	310	191	344	272	282	322
"ENSG00000248822"	0	0	0	0	0	0
"ENSG00000248739"	0	0	0	0	0	0
"ENSG00000250266"	0	0	0	0	0	0
"ENSG00000251061"	0	0	0	0	0	0
"ENSG00000250082"	0	0	0	0	0	0
"ENSG00000181359"	219	168	204	157	137	140
"ENSG00000250968"	0	0	0	0	0	0
"ENSG00000249943"	0	0	0	0	0	0
"ENSG00000251961"	0	0	0	0	0	0
"ENSG00000248872"	0	0	0	0	0	0
"ENSG00000249525"	0	0	0	0	0	0
"ENSG00000248755"	0	0	0	0	0	0
"ENSG00000278502"	0	0	0	0	0	0
"ENSG00000248339"	0	0	0	0	0	0
"ENSG00000251176"	0	0	0	0	0	0
"ENSG00000249297"	0	0	0	0	0	0
"ENSG00000174473"	2	4	4	3	3	0
"ENSG00000274774"	0	0	0	0	0	0
"ENSG00000248637"	0	0	0	0	0	0
"ENSG00000245213"	160	87	143	147	96	94
"ENSG00000241652"	2	0	3	0	4	9
"ENSG00000109586"	1711	1122	1825	1710	1511	1503
"ENSG00000221296"	0	0	0	0	0	0
"ENSG00000248774"	8	4	3	18	21	12
"ENSG00000164104"	4623	3566	5308	5691	6309	6255
"ENSG00000272870"	105	92	128	281	304	236
"ENSG00000164105"	253	230	394	340	342	452
"ENSG00000164106"	2	4	0	10	4	2
"ENSG00000242882"	377	170	388	260	264	277
"ENSG00000252898"	0	0	0	0	0	0
"ENSG00000261646"	4	8	4	4	9	6
"ENSG00000164107"	107	65	121	91	89	82
"ENSG00000237125"	21	20	40	39	18	28
"ENSG00000261672"	0	0	0	0	0	0
"ENSG00000234801"	28	12	21	21	37	26
"ENSG00000213370"	407	259	443	301	284	292
"ENSG00000250043"	0	0	0	0	2	0
"ENSG00000250708"	0	0	6	2	2	0
"ENSG00000251216"	0	0	2	0	0	0
"ENSG00000248174"	6	0	2	1	2	0
"ENSG00000250957"	0	2	2	4	8	0
"ENSG00000251213"	0	0	0	0	0	0
"ENSG00000164117"	468	329	476	401	380	400
"ENSG00000164118"	855	520	812	791	751	770
"ENSG00000249875"	0	0	0	0	0	0
"ENSG00000265846"	0	0	0	0	0	0
"ENSG00000164120"	0	0	0	0	0	0
"ENSG00000250596"	0	0	0	0	0	0
"ENSG00000251584"	0	0	0	0	0	0
"ENSG00000250760"	0	0	0	0	0	0
"ENSG00000145451"	4	0	2	2	0	2
"ENSG00000168594"	0	0	2	0	2	0
"ENSG00000250200"	0	0	0	0	0	0
"ENSG00000265493"	0	0	0	0	0	0
"ENSG00000250431"	0	0	0	0	0	0
"ENSG00000249411"	0	0	0	0	0	0
"ENSG00000249284"	0	0	0	0	0	0
"ENSG00000248551"	0	0	0	0	0	0
"ENSG00000249945"	0	0	0	0	0	0
"ENSG00000251174"	196	122	175	131	114	170
"ENSG00000248574"	0	0	0	0	0	0
"ENSG00000150625"	653	449	704	808	737	806
"ENSG00000249106"	4	0	6	5	1	6
"ENSG00000248249"	273	217	313	340	366	360
"ENSG00000250372"	0	0	0	0	0	0
"ENSG00000264130"	0	0	0	0	0	0
"ENSG00000150627"	859	593	980	758	803	751
"ENSG00000201516"	0	0	0	0	0	0
"ENSG00000150628"	8	11	21	26	26	25
"ENSG00000164122"	6	4	4	0	4	0
"ENSG00000248980"	0	0	0	0	1	4
"ENSG00000129128"	9345	6208	9996	8609	7997	8151
"ENSG00000248480"	0	0	0	0	0	0
"ENSG00000248388"	4	0	0	0	2	2
"ENSG00000150630"	349	228	418	303	296	327
"ENSG00000249458"	0	0	0	0	0	0
"ENSG00000250263"	0	0	0	0	0	2
"ENSG00000222859"	0	0	0	0	0	0
"ENSG00000249008"	0	0	0	0	0	0
"ENSG00000109674"	666	547	859	802	711	808
"ENSG00000249084"	8	4	11	9	14	8
"ENSG00000038002"	442	270	535	402	369	388
"ENSG00000250131"	16	6	12	16	10	3
"ENSG00000201931"	0	0	0	4	0	0
"ENSG00000221499"	0	0	0	0	0	0
"ENSG00000251416"	0	0	0	0	0	0
"ENSG00000231171"	0	0	0	0	0	0
"ENSG00000251504"	0	0	0	0	0	0
"ENSG00000253000"	0	0	0	0	0	0
"ENSG00000241877"	1	0	0	1	0	0
"ENSG00000201727"	0	0	0	0	0	0
"ENSG00000212191"	0	0	0	0	0	0
"ENSG00000250839"	0	0	0	0	0	0
"ENSG00000250993"	2	0	0	0	0	0
"ENSG00000248921"	0	0	0	0	0	0
"ENSG00000251025"	0	0	0	0	0	0
"ENSG00000249883"	0	0	0	0	0	0
"ENSG00000248197"	0	0	0	0	0	0
"ENSG00000248770"	0	0	0	0	0	0
"ENSG00000249460"	0	0	0	0	0	0
"ENSG00000225356"	0	5	2	4	0	0
"ENSG00000251336"	0	0	0	0	0	0
"ENSG00000251742"	0	0	0	0	0	0
"ENSG00000177822"	210	115	265	173	183	137
"ENSG00000251433"	335	190	361	277	257	297
"ENSG00000218336"	2848	1763	2975	2492	2438	2565
"ENSG00000248266"	0	0	2	0	0	0
"ENSG00000221227"	2	0	0	2	1	0
"ENSG00000252343"	0	0	0	0	0	0
"ENSG00000251714"	1	0	0	0	0	0
"ENSG00000248816"	2	0	0	0	1	4
"ENSG00000248694"	2	0	0	0	0	0
"ENSG00000221186"	0	0	0	0	0	0
"ENSG00000272646"	10	3	9	8	8	16
"ENSG00000129187"	3393	2014	3504	2656	2315	2432
