"DMSO_1"	"DMSO_2"	"DMSO_3"	"NCEG2_1"	"NCEG2_2"	"NCEG2_3"
"ENSG00000213886"	0	0	0	0	0	0
"ENSG00000204681"	3280	2720	3205	2303	3000	2869
"ENSG00000232173"	0	2	0	0	0	4
"ENSG00000227609"	0	2	0	2	0	0
"ENSG00000201330"	0	0	0	0	0	0
"ENSG00000231301"	0	0	0	0	0	0
"ENSG00000204657"	14	15	16	2	6	4
"ENSG00000235238"	3335	3639	3475	3465	4282	3808
"ENSG00000204655"	0	0	0	2	0	0
"ENSG00000204644"	0	0	0	0	0	0
"ENSG00000233916"	0	2	0	0	0	0
"ENSG00000204642"	11	17	10	3	17	8
"ENSG00000225864"	0	0	0	0	0	0
"ENSG00000214922"	30	21	30	13	22	26
"ENSG00000239257"	0	0	0	0	0	0
"ENSG00000273340"	17	15	14	15	27	12
"ENSG00000227758"	4	1	2	2	0	0
"ENSG00000199290"	0	0	0	0	1	0
"ENSG00000235821"	4	1	2	2	2	2
"ENSG00000272236"	0	2	1	0	2	0
"ENSG00000270896"	0	0	0	0	0	0
"ENSG00000181126"	4	0	4	0	6	0
"ENSG00000176998"	0	0	0	0	0	0
"ENSG00000261548"	0	0	0	0	0	0
"ENSG00000213880"	1	1	0	0	2	0
"ENSG00000237042"	0	0	0	0	0	0
"ENSG00000204632"	27	20	23	19	36	29
"ENSG00000229142"	0	0	0	0	0	0
"ENSG00000233265"	0	0	1	0	0	0
"ENSG00000230521"	23	24	16	18	13	21
"ENSG00000206341"	541	500	504	396	463	400
"ENSG00000231130"	5	5	6	4	4	6
"ENSG00000233677"	1	0	0	2	2	0
"ENSG00000235963"	0	1	0	3	2	3
"ENSG00000227262"	7	4	5	5	2	2
"ENSG00000230795"	3	5	6	9	2	8
"ENSG00000228078"	0	2	0	2	0	0
"ENSG00000206503"	4182	4059	4164	2849	3676	3408
"ENSG00000227766"	0	0	2	0	0	0
"ENSG00000235290"	18	31	16	19	11	9
"ENSG00000229390"	14	23	17	8	20	15
"ENSG00000204625"	16	12	9	9	19	11
"ENSG00000238024"	2	0	8	2	5	2
"ENSG00000224312"	3	7	11	2	8	3
"ENSG00000204623"	1234	1072	1115	859	976	864
"ENSG00000237669"	42	50	61	62	54	46
"ENSG00000204622"	61	57	70	42	63	40
"ENSG00000232757"	803	723	734	678	814	794
"ENSG00000278104"	0	0	0	0	0	0
"ENSG00000275856"	0	0	0	0	0	0
"ENSG00000066379"	269	208	245	186	318	235
"ENSG00000278773"	0	0	0	0	0	0
"ENSG00000204619"	2347	2046	2223	1662	2160	1965
"ENSG00000204618"	216	181	224	170	194	199
"ENSG00000252901"	0	0	0	0	2	0
"ENSG00000204616"	0	0	0	0	2	2
"ENSG00000231226"	0	0	0	0	0	0
"ENSG00000252228"	0	0	0	0	0	0
"ENSG00000204614"	0	0	0	0	2	0
"ENSG00000204613"	0	0	0	0	0	0
"ENSG00000204610"	0	0	0	0	0	0
"ENSG00000234127"	1756	1519	1672	1317	1579	1426
"ENSG00000233892"	18	12	16	9	9	9
"ENSG00000270604"	1	0	6	8	2	2
"ENSG00000236475"	0	6	1	0	2	8
"ENSG00000243753"	222	246	247	197	321	279
"ENSG00000280128"	758	570	655	336	378	381
"ENSG00000231074"	2586	2066	2269	1674	1974	1945
"ENSG00000204599"	794	769	833	655	798	753
"ENSG00000248167"	0	0	0	0	0	0
"ENSG00000241370"	120	84	125	67	108	111
"ENSG00000224372"	0	0	0	0	0	0
"ENSG00000224486"	0	0	0	0	0	0
"ENSG00000236405"	0	0	0	0	0	0
"ENSG00000226577"	0	0	0	1	0	1
"ENSG00000229068"	11	26	19	31	29	27
"ENSG00000224936"	1109	1129	1026	896	1226	1079
"ENSG00000236603"	13054	12519	13016	12347	15929	13768
"ENSG00000204592"	4012	3619	3745	3004	3805	3263
"ENSG00000235781"	0	0	0	0	0	0
"ENSG00000204590"	4038	3588	3863	3181	3932	3606
"ENSG00000204576"	1732	1484	1694	1219	1496	1419
"ENSG00000204574"	3313	2908	3232	2714	3287	2912
"ENSG00000216101"	0	0	0	0	0	0
"ENSG00000204569"	3830	3520	3693	3030	3338	3306
"ENSG00000222894"	15	15	16	22	20	23
"ENSG00000204568"	2803	2598	2713	2906	3488	2955
"ENSG00000137343"	615	584	627	445	597	536
"ENSG00000228415"	10	10	3	3	4	4
"ENSG00000204564"	884	826	906	739	918	965
"ENSG00000266183"	0	0	2	0	0	0
"ENSG00000204560"	3187	2973	3072	2341	3101	2830
"ENSG00000146112"	9605	8014	8499	5726	7169	6976
"ENSG00000277346"	0	0	0	0	0	0
"ENSG00000137404"	1705	1529	1821	1580	1754	1674
"ENSG00000230449"	3	3	2	3	2	0
"ENSG00000137337"	8353	7626	8360	7695	9332	9134
"ENSG00000224328"	0	3	0	1	2	0
"ENSG00000196230"	45905	45959	47950	46504	57641	51452
"ENSG00000272540"	24	19	21	17	36	28
"ENSG00000137312"	6796	5931	6482	5225	6480	6022
"ENSG00000201988"	13	4	3	1	11	8
"ENSG00000272273"	13	13	12	13	11	10
"ENSG00000137331"	3282	2560	2746	1987	2185	2180
"ENSG00000263608"	0	2	0	0	0	0
"ENSG00000228022"	28	16	15	10	12	11
"ENSG00000214894"	33	10	15	6	11	19
"ENSG00000237923"	0	0	2	2	0	8
"ENSG00000202241"	4	0	0	0	0	0
"ENSG00000237775"	2	0	2	4	7	2
"ENSG00000204580"	2028	1824	1881	1595	1912	1719
"ENSG00000264594"	0	0	0	0	0	0
"ENSG00000213780"	20	22	19	16	12	16
"ENSG00000137411"	1250	1102	1147	951	1155	1131
"ENSG00000196260"	0	0	0	0	0	0
"ENSG00000252761"	0	0	0	0	0	0
"ENSG00000168631"	4	4	4	4	0	1
"ENSG00000233529"	0	0	0	0	0	0
"ENSG00000275906"	0	0	0	0	0	0
"ENSG00000204544"	0	0	0	0	0	0
"ENSG00000261272"	0	0	0	0	0	0
"ENSG00000228789"	0	0	0	0	0	0
"ENSG00000222895"	0	0	0	0	0	0
"ENSG00000204542"	0	0	2	0	0	0
"ENSG00000204540"	212	193	243	156	167	178
"ENSG00000204539"	11	10	12	8	8	7
"ENSG00000204538"	16	12	14	9	10	10
"ENSG00000238211"	2	0	0	0	0	4
"ENSG00000204536"	1791	1748	1667	1483	1983	1831
"ENSG00000137310"	2621	2731	2806	2377	2936	2684
"ENSG00000204531"	39	32	35	36	23	40
"ENSG00000204528"	2	0	0	0	2	0
"ENSG00000272501"	90	108	115	107	127	120
"ENSG00000206344"	187	152	141	150	186	172
"ENSG00000271821"	24	26	38	12	40	26
"ENSG00000255726"	0	0	0	0	2	0
"ENSG00000255899"	0	0	0	0	0	0
"ENSG00000204525"	5802	5394	5340	4276	5200	4816
"ENSG00000214892"	1330	1170	1216	857	1135	1016
"ENSG00000227939"	11237	10442	10777	9325	11769	10467
"ENSG00000231402"	0	3	5	0	0	0
"ENSG00000256166"	0	0	0	0	0	0
"ENSG00000229836"	0	0	0	0	0	0
"ENSG00000234745"	6974	6677	7110	5509	6403	5918
"ENSG00000277402"	0	0	0	0	0	0
"ENSG00000271581"	2	2	0	1	1	4
"ENSG00000228432"	0	0	0	0	0	0
"ENSG00000201658"	0	0	0	0	0	0
"ENSG00000265294"	0	0	0	0	0	0
"ENSG00000230994"	0	0	0	0	0	0
"ENSG00000223702"	0	0	0	0	0	0
"ENSG00000225851"	0	0	0	0	0	0
"ENSG00000272221"	102	62	59	110	103	82
"ENSG00000204520"	1710	1680	1785	1449	1796	1594
"ENSG00000206337"	0	4	10	4	2	0
"ENSG00000199332"	30	20	38	33	23	31
"ENSG00000230174"	2	0	0	2	3	2
"ENSG00000233902"	0	0	0	0	0	0
"ENSG00000204516"	2156	2144	2190	1895	2377	2215
"ENSG00000201680"	2	1	4	5	2	0
"ENSG00000256851"	0	0	0	0	0	0
"ENSG00000219797"	12	15	11	30	10	14
"ENSG00000225499"	0	0	0	0	0	0
"ENSG00000204511"	1	0	0	2	0	2
"ENSG00000198563"	5630	5544	5589	4541	5692	5266
"ENSG00000254870"	0	0	0	0	0	0
"ENSG00000276877"	0	0	0	0	0	0
"ENSG00000201785"	22	16	9	8	13	18
"ENSG00000265236"	0	0	0	0	0	0
"ENSG00000234006"	0	8	1	2	0	2
"ENSG00000213760"	30	19	49	15	26	27
"ENSG00000204498"	583	445	608	448	639	496
"ENSG00000226979"	17	4	3	4	6	7
"ENSG00000232810"	0	0	0	5	6	0
"ENSG00000227507"	46	49	31	40	36	48
"ENSG00000204482"	13	26	21	4	5	14
"ENSG00000204475"	3	0	0	0	4	0
"ENSG00000230622"	0	2	0	2	2	2
"ENSG00000204472"	0	0	2	0	0	0
"ENSG00000204469"	16624	15246	16262	12673	15395	15024
"ENSG00000200816"	0	6	0	4	15	3
"ENSG00000274494"	8	8	13	5	11	10
"ENSG00000204463"	6941	6083	6213	5219	6266	6050
"ENSG00000204444"	60	42	38	16	50	30
"ENSG00000204439"	698	589	676	427	559	519
"ENSG00000227198"	0	0	0	0	0	0
"ENSG00000204438"	720	566	601	558	535	633
"ENSG00000201207"	9	6	12	3	10	2
"ENSG00000204435"	696	639	720	632	773	731
"ENSG00000263020"	0	0	0	0	0	0
"ENSG00000240053"	177	173	166	142	169	204
"ENSG00000204428"	20	5	8	8	20	3
"ENSG00000204427"	84	76	100	57	56	70
"ENSG00000204422"	0	0	0	0	0	0
"ENSG00000266776"	0	0	0	0	0	0
"ENSG00000204424"	0	0	0	0	0	0
"ENSG00000250641"	0	0	0	0	0	0
"ENSG00000255552"	0	0	0	0	0	0
"ENSG00000244355"	0	0	0	0	0	0
"ENSG00000204420"	12	17	13	9	16	6
"ENSG00000204421"	2	0	6	5	6	2
"ENSG00000213722"	1804	1985	1848	1594	1847	1780
"ENSG00000213719"	7277	7114	7234	6287	7984	7158
"ENSG00000204410"	456	367	469	450	543	524
"ENSG00000255152"	0	0	0	0	0	0
"ENSG00000252743"	25	21	26	25	31	31
"ENSG00000228727"	65	92	60	85	129	87
"ENSG00000235663"	2	1	4	4	1	3
"ENSG00000204396"	92	63	89	68	79	80
"ENSG00000204394"	2810	2387	2740	2681	3261	3164
"ENSG00000201555"	6	0	8	5	6	3
"ENSG00000204392"	747	677	746	695	882	825
"ENSG00000204390"	63	102	87	68	90	102
"ENSG00000204389"	4779	4403	4845	2774	3428	3519
"ENSG00000204388"	4582	4330	4730	2554	3296	3230
"ENSG00000204387"	2727	2384	2358	1825	2138	2077
"ENSG00000201823"	0	0	0	0	0	0
"ENSG00000201754"	0	0	0	0	0	0
"ENSG00000204386"	1222	1122	1115	810	905	827
"ENSG00000204385"	0	0	4	0	3	2
"ENSG00000204371"	1774	1583	1827	1518	1851	1769
"ENSG00000237080"	5	1	2	1	2	1
"ENSG00000166278"	2	12	2	6	10	6
"ENSG00000204366"	396	306	310	326	332	380
"ENSG00000244255"	0	0	0	0	0	0
"ENSG00000243649"	4	4	0	3	9	3
"ENSG00000204356"	1613	1470	1561	1328	1651	1450
"ENSG00000221267"	0	0	0	0	0	0
"ENSG00000204351"	1509	1429	1592	1237	1502	1544
"ENSG00000204348"	740	513	626	464	547	510
"ENSG00000204344"	397	320	356	275	324	331
"ENSG00000244731"	91	73	77	77	63	65
"ENSG00000233627"	7	5	8	2	7	11
"ENSG00000204338"	8	2	4	0	2	0
"ENSG00000279546"	0	0	0	0	0	0
"ENSG00000248290"	13	13	8	5	3	8
"ENSG00000250535"	30	9	22	13	16	10
"ENSG00000224389"	55	52	64	66	65	61
"ENSG00000229776"	10	8	14	6	6	14
"ENSG00000231852"	0	0	0	0	0	0
"ENSG00000168477"	212	201	213	140	145	164
"ENSG00000252512"	0	0	0	0	0	0
"ENSG00000213676"	1967	1811	1861	1567	1930	1795
"ENSG00000204315"	400	340	409	386	441	433
"ENSG00000204314"	318	245	311	212	259	274
"ENSG00000221988"	614	487	568	362	473	404
"ENSG00000258388"	38	33	70	41	36	43
"ENSG00000241404"	104	168	115	118	103	133
"ENSG00000204310"	1817	1594	1725	1271	1652	1412
"ENSG00000278512"	0	0	0	0	0	0
"ENSG00000204308"	1042	892	972	901	1150	925
"ENSG00000277264"	0	0	0	0	0	0
"ENSG00000204305"	127	141	122	123	168	164
"ENSG00000273333"	0	0	0	0	0	0
"ENSG00000204304"	1290	1272	1280	1201	1514	1486
"ENSG00000213654"	92	76	74	77	97	63
"ENSG00000204301"	27	37	27	38	47	39
"ENSG00000277427"	5	2	2	2	2	1
"ENSG00000225914"	41	42	46	31	43	37
"ENSG00000204296"	36	22	34	21	39	34
"ENSG00000237285"	10	5	29	15	20	11
"ENSG00000223335"	2	0	0	0	0	2
"ENSG00000228962"	33	38	38	18	26	23
"ENSG00000204290"	10	14	1	7	2	0
"ENSG00000204287"	0	0	0	0	2	0
"ENSG00000196301"	0	0	0	0	0	4
"ENSG00000198502"	8	7	3	0	1	2
"ENSG00000251916"	0	0	0	0	0	0
"ENSG00000229391"	0	0	3	0	0	0
"ENSG00000196126"	22	17	32	17	20	15
"ENSG00000196735"	2	0	0	0	0	0
"ENSG00000179344"	9	9	3	2	0	19
"ENSG00000223534"	0	0	0	0	0	0
"ENSG00000235040"	0	0	0	0	0	0
"ENSG00000232080"	0	0	0	0	0	0
"ENSG00000226030"	0	0	0	0	0	0
"ENSG00000237541"	0	0	0	0	0	0
"ENSG00000263649"	0	0	0	0	0	0
"ENSG00000232629"	0	0	0	0	0	0
"ENSG00000241106"	2	2	4	6	12	0
"ENSG00000250264"	0	1	0	0	0	0
"ENSG00000204267"	1014	827	917	910	1073	1088
"ENSG00000204264"	577	529	476	524	593	591
"ENSG00000204261"	14	13	18	16	15	25
"ENSG00000240065"	223	205	207	187	227	183
"ENSG00000168394"	895	730	905	725	855	819
"ENSG00000234515"	38	39	27	31	43	46
"ENSG00000235301"	0	0	0	2	6	0
"ENSG00000242574"	61	66	80	56	46	47
"ENSG00000212066"	0	0	0	0	0	0
"ENSG00000248993"	0	0	0	0	0	0
"ENSG00000204257"	145	168	136	102	104	112
"ENSG00000204256"	11817	10476	10745	7648	9819	9164
"ENSG00000223837"	0	0	1	0	0	0
"ENSG00000263756"	0	0	0	0	0	0
"ENSG00000204252"	4	0	0	0	0	0
"ENSG00000231389"	13	18	14	17	12	4
"ENSG00000223865"	0	0	2	0	0	0
"ENSG00000224796"	0	0	0	0	0	0
"ENSG00000231461"	0	0	0	0	0	0
"ENSG00000228688"	0	0	0	0	0	0
"ENSG00000224557"	0	0	0	0	0	0
"ENSG00000237398"	0	0	0	0	0	0
"ENSG00000230313"	0	0	0	0	0	0
"ENSG00000204248"	57	39	53	32	25	27
"ENSG00000204231"	1474	1422	1441	1104	1361	1252
"ENSG00000202441"	29	26	24	16	24	8
"ENSG00000112473"	4149	3612	3908	2965	3734	3343
"ENSG00000204228"	175	195	157	131	181	150
"ENSG00000199036"	4	2	1	0	1	0
"ENSG00000204227"	1245	1015	1133	724	879	826
"ENSG00000225463"	0	0	0	0	0	0
"ENSG00000223457"	0	0	0	0	0	0
"ENSG00000272217"	13	10	17	13	12	6
"ENSG00000232940"	25	26	24	19	20	20
"ENSG00000223501"	1504	1331	1391	1239	1389	1368
"ENSG00000231500"	1135	1105	1199	1023	1318	986
"ENSG00000235863"	138	117	150	110	138	123
"ENSG00000227057"	892	891	883	952	1070	1000
"ENSG00000274694"	0	0	0	0	0	0
"ENSG00000204220"	700	640	727	720	810	713
"ENSG00000275010"	0	0	0	0	0	0
"ENSG00000237441"	2491	2128	2265	1813	2132	2088
"ENSG00000231925"	4229	3894	4273	3393	4019	3984
"ENSG00000236104"	499	448	444	305	372	357
"ENSG00000204209"	2161	2030	2231	2178	2579	2298
"ENSG00000229596"	1515	1405	1522	1042	1566	1377
"ENSG00000228285"	1039	941	1012	769	953	857
"ENSG00000225644"	2	0	0	0	0	0
"ENSG00000237649"	2669	2950	2962	3012	3634	3351
"ENSG00000204194"	0	7	3	4	2	8
"ENSG00000112511"	1935	1686	1768	1347	1723	1585
"ENSG00000112514"	1531	1418	1502	1257	1560	1337
"ENSG00000197283"	2133	1918	1942	1934	2263	2312
"ENSG00000264085"	2	2	0	0	0	0
"ENSG00000213588"	522	528	567	446	541	503
"ENSG00000274259"	11	7	5	5	8	6
"ENSG00000204188"	8	2	1	2	5	8
"ENSG00000242014"	0	0	0	0	0	0
"ENSG00000276746"	0	0	0	0	0	0
"ENSG00000030110"	485	449	402	345	433	489
"ENSG00000197251"	2	0	0	0	0	0
"ENSG00000096433"	1918	1772	1895	1656	1978	1886
"ENSG00000137288"	846	853	759	743	768	813
"ENSG00000266509"	0	0	0	0	0	0
"ENSG00000161896"	4	7	2	4	0	0
"ENSG00000161904"	2003	1825	1974	1374	1783	1689
"ENSG00000096395"	0	1	2	0	0	0
"ENSG00000249346"	0	0	0	0	0	0
"ENSG00000271362"	6	3	2	10	6	6
"ENSG00000233183"	0	0	0	0	0	0
"ENSG00000276824"	0	0	0	0	0	0
"ENSG00000221697"	0	0	0	0	0	0
"ENSG00000124493"	0	2	2	0	0	0
"ENSG00000271231"	0	0	0	0	0	0
"ENSG00000214810"	571	555	634	686	761	557
"ENSG00000137309"	117187	96309	104496	70765	86731	81814
"ENSG00000276404"	42	24	59	31	31	40
"ENSG00000186577"	568	493	633	533	562	630
"ENSG00000225339"	38	35	21	33	31	28
"ENSG00000220583"	62	71	69	87	102	91
"ENSG00000272325"	1133	1088	1038	1059	1361	1181
"ENSG00000270800"	0	0	0	0	0	0
"ENSG00000124614"	186	167	256	192	280	240
"ENSG00000124507"	50	56	64	40	59	57
"ENSG00000221635"	0	0	0	0	0	0
"ENSG00000124664"	3	2	0	0	0	1
"ENSG00000196114"	1	1	1	3	2	4
"ENSG00000196821"	4697	4338	4578	3352	4221	4049
"ENSG00000216636"	1	0	1	0	0	2
"ENSG00000265123"	0	0	0	0	0	1
"ENSG00000220643"	2	0	0	2	2	0
"ENSG00000272288"	41	68	66	28	65	55
"ENSG00000186328"	0	2	0	0	2	0
"ENSG00000217130"	2463	2296	2414	2052	2532	2131
"ENSG00000124562"	1491	1427	1548	1481	1696	1601
"ENSG00000065060"	2991	2421	2635	1992	2578	2275
"ENSG00000206717"	0	0	0	0	0	0
"ENSG00000252106"	0	0	0	0	0	0
"ENSG00000064995"	901	886	960	768	973	840
"ENSG00000064999"	1137	980	1116	873	1080	926
"ENSG00000187762"	0	2	0	3	2	0
"ENSG00000273870"	6	15	2	7	11	9
"ENSG00000124678"	6	15	7	9	10	5
"ENSG00000264241"	0	0	0	0	0	0
"ENSG00000266330"	0	0	0	0	0	0
"ENSG00000146197"	130	123	141	124	118	124
"ENSG00000272374"	106	102	150	90	94	65
"ENSG00000065029"	1796	1696	1796	1439	1700	1593
"ENSG00000217004"	2	2	1	2	0	0
"ENSG00000023892"	22	25	21	8	12	8
"ENSG00000112033"	982	884	927	578	754	728
"ENSG00000227154"	0	2	0	0	0	0
"ENSG00000112039"	468	409	458	462	573	452
"ENSG00000198755"	4616	4194	4777	4116	5153	4421
"ENSG00000276712"	3	9	10	13	11	8
"ENSG00000007866"	808	655	713	525	658	621
"ENSG00000112041"	5	0	0	0	4	0
"ENSG00000228559"	0	0	0	0	0	0
"ENSG00000219023"	1006	932	1000	931	1081	858
"ENSG00000096060"	1446	1372	1530	1361	1644	1580
"ENSG00000218749"	0	0	0	0	0	0
"ENSG00000212579"	0	0	0	0	3	0
"ENSG00000265527"	0	0	2	0	0	0
"ENSG00000223063"	0	0	0	0	0	0
"ENSG00000232909"	35	33	12	13	10	9
"ENSG00000157343"	31	21	23	15	19	22
"ENSG00000220734"	410	413	366	295	412	390
"ENSG00000196748"	6	11	5	8	6	9
"ENSG00000204140"	1	0	0	0	1	2
"ENSG00000137392"	0	0	0	0	0	0
"ENSG00000197753"	0	0	0	0	0	4
"ENSG00000096063"	3568	3277	3236	3097	3911	3687
"ENSG00000112053"	0	2	2	2	0	1
"ENSG00000271304"	0	0	0	0	2	0
"ENSG00000112062"	2361	2114	2251	1880	2341	2078
"ENSG00000237719"	1455	1466	1485	1319	1706	1559
"ENSG00000156711"	188	187	210	168	149	187
"ENSG00000221743"	0	0	0	0	0	0
"ENSG00000246982"	147	129	126	100	106	124
"ENSG00000096070"	2526	2303	2416	1500	1920	1826
"ENSG00000180316"	2	0	6	0	4	0
"ENSG00000189325"	0	0	0	2	0	0
"ENSG00000010030"	0	0	0	0	0	1
"ENSG00000224666"	0	0	0	0	0	0
"ENSG00000179165"	0	0	0	0	2	0
"ENSG00000112078"	3783	3435	3545	2717	3493	3124
"ENSG00000240733"	2	0	0	0	0	6
"ENSG00000112079"	2707	2658	2711	2202	2561	2440
"ENSG00000264878"	4	7	5	2	3	2
"ENSG00000239964"	0	0	0	0	2	0
"ENSG00000112081"	7040	7021	7139	6662	8277	7293
"ENSG00000263894"	0	0	0	0	0	0
"ENSG00000238554"	2	0	0	0	0	0
"ENSG00000251864"	0	0	0	0	0	0
"ENSG00000213500"	4102	3836	3882	3935	4830	4451
"ENSG00000124762"	2292	2051	2126	1264	1517	1418
"ENSG00000255587"	0	0	0	2	0	2
"ENSG00000220349"	0	0	0	0	0	0
"ENSG00000124772"	4	6	2	4	5	3
"ENSG00000137168"	1238	1238	1271	1164	1424	1368
"ENSG00000198663"	4229	3883	3829	2793	3597	3416
"ENSG00000232598"	0	0	0	0	0	0
"ENSG00000164530"	4	1	14	15	27	6
"ENSG00000137409"	3833	3775	3768	3473	4433	4016
"ENSG00000146192"	0	0	0	4	6	0
"ENSG00000226976"	6367	5767	6109	4786	5966	5202
"ENSG00000216412"	3	0	0	0	2	0
"ENSG00000137193"	737	606	639	734	829	707
"ENSG00000172738"	49	34	48	33	33	26
"ENSG00000065491"	813	683	709	593	718	683
"ENSG00000275550"	77	126	96	119	110	110
"ENSG00000112130"	695	691	727	628	796	722
"ENSG00000239953"	0	0	0	0	0	0
"ENSG00000137200"	1570	1418	1440	1221	1471	1441
"ENSG00000198937"	332	346	299	270	383	305
"ENSG00000204110"	0	0	0	0	4	0
"ENSG00000229559"	2	0	2	0	0	0
"ENSG00000227920"	2	0	0	0	0	0
"ENSG00000263926"	0	0	0	0	0	0
"ENSG00000279942"	2	0	0	2	2	2
"ENSG00000112139"	32	63	37	33	25	53
"ENSG00000225945"	6	6	10	1	2	7
"ENSG00000156639"	3724	3150	3209	2219	2568	2628
"ENSG00000243313"	0	0	2	0	0	1
"ENSG00000200597"	0	0	0	0	0	0
"ENSG00000218521"	2	0	0	2	0	0
"ENSG00000183826"	958	807	788	580	777	669
"ENSG00000200706"	0	0	0	0	0	0
"ENSG00000238716"	0	0	0	0	0	0
"ENSG00000226533"	2	0	1	3	0	0
"ENSG00000199938"	0	0	0	0	0	0
"ENSG00000217227"	1961	1851	1881	1548	2043	1803
"ENSG00000124767"	7971	8069	7906	7932	9719	9035
"ENSG00000236355"	0	0	0	0	0	0
"ENSG00000124721"	399	341	356	230	316	297
"ENSG00000244297"	0	0	0	0	0	0
"ENSG00000219273"	75	48	74	67	84	67
"ENSG00000212586"	0	0	0	0	0	0
"ENSG00000231150"	2	0	0	0	2	0
"ENSG00000220076"	0	0	0	0	0	0
"ENSG00000220556"	0	0	0	0	0	0
"ENSG00000112164"	0	0	0	0	0	0
"ENSG00000112167"	283	309	302	257	343	266
"ENSG00000217165"	187	177	192	151	193	176
"ENSG00000164626"	0	0	0	0	0	0
"ENSG00000124780"	0	0	0	0	0	0
"ENSG00000095981"	0	0	0	0	0	0
"ENSG00000164627"	0	0	0	2	2	2
"ENSG00000218986"	0	0	0	0	0	0
"ENSG00000231276"	0	0	0	0	0	0
"ENSG00000252990"	0	0	0	0	0	0
"ENSG00000146122"	9	2	8	0	2	8
"ENSG00000235033"	0	1	0	0	0	4
"ENSG00000124615"	472	476	473	331	407	438
"ENSG00000180211"	16813	15358	16302	13372	16712	14167
"ENSG00000220586"	0	4	2	2	4	0
"ENSG00000227131"	0	0	0	0	0	0
"ENSG00000204091"	0	0	0	0	0	0
"ENSG00000204092"	0	0	0	0	0	0
"ENSG00000226070"	0	0	0	0	0	0
"ENSG00000156564"	0	0	0	0	0	0
"ENSG00000252767"	0	0	0	0	0	0
"ENSG00000236075"	0	0	0	0	0	0
"ENSG00000226454"	0	0	0	0	0	0
"ENSG00000237947"	0	0	0	0	0	0
"ENSG00000124602"	71	64	80	101	84	85
"ENSG00000124596"	724	658	739	660	857	623
"ENSG00000112212"	18	15	15	22	16	22
"ENSG00000124701"	16	26	20	14	22	34
"ENSG00000001167"	1902	1711	1694	1295	1489	1422
"ENSG00000161912"	56	54	73	38	36	37
"ENSG00000161911"	0	0	0	0	0	0
"ENSG00000095970"	0	0	0	0	0	0
"ENSG00000112195"	0	0	0	0	0	0
"ENSG00000184106"	0	0	0	0	0	0
"ENSG00000188056"	0	0	0	0	0	0
"ENSG00000212176"	0	0	0	0	0	0
"ENSG00000225690"	0	0	0	0	0	0
"ENSG00000274256"	0	0	0	0	0	0
"ENSG00000278745"	0	0	0	0	0	0
"ENSG00000124731"	0	0	0	0	0	0
"ENSG00000218809"	0	0	0	0	0	0
"ENSG00000206745"	0	0	0	0	0	0
"ENSG00000213461"	0	0	0	0	0	1
"ENSG00000096264"	0	0	0	0	0	0
"ENSG00000279284"	0	0	0	0	0	0
"ENSG00000280371"	0	0	0	0	0	0
"ENSG00000234753"	25	27	29	30	32	40
"ENSG00000226917"	0	0	0	2	6	1
"ENSG00000137166"	1392	1392	1357	963	1361	1164
"ENSG00000266494"	0	0	0	0	0	0
"ENSG00000112559"	3	0	3	0	0	1
"ENSG00000230913"	78	76	95	85	133	81
"ENSG00000112561"	198	191	210	178	195	220
"ENSG00000231102"	2	0	0	0	0	2
"ENSG00000096088"	0	0	0	0	0	0
"ENSG00000269387"	0	0	0	0	0	0
"ENSG00000137218"	311	296	316	233	242	234
"ENSG00000124593"	278	298	319	194	198	215
"ENSG00000278224"	6	0	4	6	3	1
"ENSG00000214736"	0	0	0	0	0	0
"ENSG00000164663"	1226	1181	1165	925	1191	1111
"ENSG00000268745"	0	0	0	0	0	0
"ENSG00000206977"	0	0	0	0	0	0
"ENSG00000227516"	84	63	81	79	111	86
"ENSG00000124641"	1001	855	1002	841	1022	950
"ENSG00000207371"	2	0	0	1	4	2
"ENSG00000112578"	818	743	804	747	966	875
"ENSG00000112576"	1740	1676	1798	1418	1660	1770
"ENSG00000206875"	0	0	0	0	0	0
"ENSG00000223946"	0	0	0	0	1	0
"ENSG00000137413"	1835	1793	1759	1455	1796	1730
"ENSG00000261068"	0	0	0	0	4	3
"ENSG00000188112"	0	2	4	1	4	0
"ENSG00000048545"	5	0	2	0	4	4
"ENSG00000214732"	0	0	0	0	0	0
"ENSG00000112599"	117	120	143	107	153	160
"ENSG00000048544"	2311	2205	2204	1892	2416	2262
"ENSG00000124496"	1953	1947	2013	1765	2163	2152
"ENSG00000237107"	0	1	0	0	2	0
"ENSG00000024048"	1637	1457	1591	1139	1493	1382
"ENSG00000206848"	2	6	2	5	0	0
"ENSG00000112619"	2	2	2	2	2	2
"ENSG00000213435"	875	767	868	758	787	848
"ENSG00000124659"	930	1019	973	761	952	827
"ENSG00000112624"	1160	1061	1140	1011	1261	1144
"ENSG00000146223"	7750	7409	7593	7046	8956	8217
"ENSG00000221821"	266	181	209	171	198	154
"ENSG00000171611"	0	1	0	0	0	0
"ENSG00000137161"	2333	2254	2369	1933	2566	2202
"ENSG00000231113"	124	119	113	104	110	84
"ENSG00000181524"	16056	14842	15818	12830	15609	14115
"ENSG00000124713"	37	34	31	27	35	43
"ENSG00000124587"	1129	1041	1101	711	867	821
"ENSG00000112640"	2220	2408	2394	2298	2772	2558
"ENSG00000124733"	2168	2126	2123	1746	2216	1929
"ENSG00000124702"	1693	1699	1683	1424	1778	1601
